Company Name,Industry,Metro Area,Million/Billion,State,% Growth,Rank,Revenue
BrightStar Care,Health,Chicago,Million,Illinois,0.76,"3,906",21
Equian,Health,"Indianapolis, IN",Million,Indiana,0.76,"3,907",86
Enstoa,Business Products & Services,New York City,Million,New York,0.76,"3,908",13
Point of Rental Software,Software,Dallas,Million,Texas,0.76,"3,909",10
TCG,Government Services,"Washington, DC",Million,District of Columbia,0.76,"3,910",22
Employment Screening Services,Human Resources,"Birmingham-Hoover, AL",Million,Alabama,0.76,"3,911",18
iBaby,Consumer Products & Services,San Jose,Million,California,0.76,"3,912",4
travAlliancemedia,Media,Philadelphia,Million,New Jersey,0.76,"3,913",12
The Woodhouse Day Spas,Travel & Hospitality,"Victoria, TX",Million,Texas,0.76,"3,914",3
Single Source,Business Products & Services,Atlanta,Million,Georgia,0.76,"3,915",203
Full Circle Home,Consumer Products & Services,New York City,Million,New York,0.76,"3,916",5
George Matick Chevrolet,Retail,Detroit,Million,Michigan,0.75,"3,917",148
ConServe,Financial Services,"Rochester, NY",Million,New York,0.75,"3,918",93
Advanced Powder Products,Manufacturing,"DuBois, PA",Million,Pennsylvania,0.75,"3,919",5
Codesigned,IT Services,Atlanta,Million,Georgia,0.75,"3,920",4
SMP,IT Services,"Rochester, NY",Million,New York,0.75,"3,921",91
REMEDI Electronic Commerce Group,IT Services,"Columbus, OH",Million,Ohio,0.75,"3,922",7
Force Marketing,Advertising & Marketing,Atlanta,Million,Georgia,0.75,"3,923",33
Sunset Transportation,Logistics & Transportation,"St. Louis, MO-IL",Million,Missouri,0.75,"3,924",85
KWA Construction,Construction,Dallas,Million,Texas,0.75,"3,925",72
Three Dog Logistics,Logistics & Transportation,Baltimore,Million,Maryland,0.75,"3,926",26
Qualifacts Systems,Software,Nashville,Million,Tennessee,0.75,"3,927",23
Step Logic,Advertising & Marketing,Atlanta,Million,Georgia,0.75,"3,928",3
IQMS,Software,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Million,California,0.75,"3,929",45
Blue Corona,Advertising & Marketing,"Washington, DC",Million,Maryland,0.75,"3,930",5
GiftCardRescue.com,Consumer Products & Services,Baltimore,Million,Maryland,0.75,"3,931",11
RadiusPoint,Software,"Orlando, FL",Million,Florida,0.75,"3,932",2
Field Fastener,Manufacturing,"Rockford, IL",Million,Illinois,0.75,"3,933",62
Improving,IT Services,Dallas,Million,Texas,0.75,"3,934",43
TiER1 Performance Solutions,Business Products & Services,Cincinnati,Million,Kentucky,0.75,"3,935",20
Table XI Partners,IT Services,Chicago,Million,Illinois,0.75,"3,936",6
Foundry Commercial,Real Estate,"Orlando, FL",Million,Florida,0.75,"3,937",31
Zonar Systems,Logistics & Transportation,Seattle,Million,Washington,0.75,"3,938",92
Open Systems International,Software,Minneapolis,Million,Minnesota,0.75,"3,939",72
Neighborhood Development Company,Real Estate,"Washington, DC",Million,District of Columbia,0.75,"3,940",5
Noble,Health,"Orlando, FL",Million,Florida,0.75,"3,941",21
Viva Railings,Construction,Dallas,Million,Texas,0.75,"3,942",9
Tropical Smoothie Cafe,Food & Beverage,Atlanta,Million,Georgia,0.75,"3,943",261
Soleo Communications,Telecommunications,"Rochester, NY",Million,New York,0.75,"3,944",25
Capital Edge Consulting,Government Services,"Washington, DC",Million,Virginia,0.75,"3,945",7
Rhythm Systems,Software,Charlotte,Million,North Carolina,0.75,"3,946",3
Linoma Software,Software,"Omaha-Council Bluffs, NE-IA",Million,Nebraska,0.75,"3,947",8
Transparent BPO,Business Products & Services,"Washington, DC",Million,Maryland,0.75,"3,948",8
Lakeside Center for Autism and Neurodevelopment,Health,Seattle,Million,Washington,0.75,"3,949",5
Inovex Information Systems,Government Services,Baltimore,Million,Maryland,0.75,"3,950",21
Visions Lighting,Business Products & Services,Los Angeles,Million,California,0.75,"3,951",11
Truck Site,Business Products & Services,"Sacramento--Roseville--Arden-Arcade, CA",Million,California,0.74,"3,952",10
COE Distributing,Business Products & Services,"Pittsburgh, PA",Million,Pennsylvania,0.74,"3,953",42
GiftBasketsOverseas.com,Food & Beverage,Boston,Million,Massachusetts,0.74,"3,954",4
DW Smith Associates,Engineering,New York City,Million,New Jersey,0.74,"3,955",8
Caxy Code Creative,IT Services,Chicago,Million,Illinois,0.74,"3,956",2
Saxum,Advertising & Marketing,"Oklahoma City, OK",Million,Oklahoma,0.74,"3,957",7
Gaia Herbs,Consumer Products & Services,"Brevard, NC",Million,North Carolina,0.74,"3,958",46
Workplace ELEMENTS,Business Products & Services,Denver,Million,Colorado,0.74,"3,959",68
The Encima Group,Business Products & Services,Philadelphia,Million,Delaware,0.74,"3,960",11
OMG National,Advertising & Marketing,Miami,Million,Florida,0.74,"3,961",6
TruTech Tools,Business Products & Services,"Akron, OH",Million,Ohio,0.74,"3,962",7
PrimeRevenue,Financial Services,Atlanta,Million,Georgia,0.74,"3,963",21
110 Consulting,IT Services,Seattle,Million,Washington,0.74,"3,964",25
Apex-2000,IT Services,"Washington, DC",Million,Virginia,0.74,"3,965",20
Keller Williams Realty International,Real Estate,Austin,Million,Texas,0.74,"3,966",275
Woodtex,Consumer Products & Services,Nashville,Million,Tennessee,0.74,"3,967",12
AC Lordi,Business Products & Services,Philadelphia,Million,Pennsylvania,0.74,"3,968",16
ePromos Promotional Products,Advertising & Marketing,"St. Cloud, MN",Million,Minnesota,0.74,"3,969",49
"E Group (Reston, VA)",Business Products & Services,"Washington, DC",Million,Virginia,0.74,"3,970",24
Conversica,Software,San Francisco,Million,California,0.74,"3,971",10
Canopy Partners,IT Services,"Greensboro-High Point, NC",Million,North Carolina,0.74,"3,972",18
iovation,Security,"Portland, OR",Million,Oregon,0.74,"3,973",26
Superior Ambulance Service,Health,"Albuquerque, NM",Million,New Mexico,0.74,"3,974",12
Stafford Communications Group,Business Products & Services,New York City,Million,New Jersey,0.74,"3,975",8
Tellennium,Telecommunications,"Louisville/Jefferson County, KY-IN",Million,Kentucky,0.74,"3,976",35
MEC,Manufacturing,"Beaver Dam, WI",Million,Wisconsin,0.73,"3,977",305
Pacific Design Directions,Construction,Los Angeles,Million,California,0.73,"3,978",15
Falafel Software,Software,"Santa Cruz-Watsonville, CA",Million,California,0.73,"3,979",5
Tiny Tots Therapy,Health,New York City,Million,New Jersey,0.73,"3,980",5
FW Warehousing & Trucking,Logistics & Transportation,"St. Louis, MO-IL",Million,Illinois,0.73,"3,981",19
Jackson Technical,IT Services,"Tulsa, OK",Million,Oklahoma,0.73,"3,982",5
BRIDGE Energy Group,Energy,Boston,Million,Massachusetts,0.73,"3,983",27
Objectstream,Government Services,"Oklahoma City, OK",Million,Oklahoma,0.73,"3,984",4
AE Works,Engineering,"Pittsburgh, PA",Million,Pennsylvania,0.73,"3,985",6
Stark Office Suites,Business Products & Services,New York City,Million,New York,0.73,"3,986",10
American Global Logistics,Logistics & Transportation,Atlanta,Million,Georgia,0.73,"3,987",277
Accurate Group,Real Estate,Cleveland,Million,Ohio,0.73,"3,988",89
CT in Home Assistance,Health,"Bridgeport-Stamford-Norwalk, CT",Million,Connecticut,0.73,"3,989",9
AgileThought,Software,Tampa,Million,Florida,0.73,"3,990",29
WorkWave,Software,New York City,Million,New Jersey,0.73,"3,991",37
Destination Concepts,Business Products & Services,San Diego,Million,California,0.73,"3,992",20
KMS Technology,IT Services,Atlanta,Million,Georgia,0.73,"3,993",18
Willory,Human Resources,"Akron, OH",Million,Ohio,0.73,"3,994",3
Pearl Media,Advertising & Marketing,New York City,Million,New Jersey,0.73,"3,995",16
State Bicycle Co.,Retail,Phoenix,Million,Arizona,0.73,"3,996",6
ZMac Transportation Solutions,Logistics & Transportation,"Racine, WI",Million,Wisconsin,0.73,"3,997",13
Interstate Moving | Relocation | Logistics,Logistics & Transportation,"Washington, DC",Million,Virginia,0.73,"3,998",6
JBL Resources,Human Resources,"Grand Rapids-Wyoming, MI",Million,Michigan,0.73,"3,999",11
D4,Business Products & Services,"Rochester, NY",Million,New York,0.73,"4,000",25
Austin Capital Bank,Financial Services,Austin,Million,Texas,0.73,"4,001",4
LaunchSquad,Advertising & Marketing,San Francisco,Million,California,0.73,"4,002",16
Innovative Learning Group,Business Products & Services,Detroit,Million,Michigan,0.73,"4,003",5
Garland Industries,Manufacturing,Cleveland,Million,Ohio,0.73,"4,004",461
Xyngular,Health,"Provo-Orem, UT",Million,Utah,0.73,"4,005",48
Total Hockey,Retail,"St. Louis, MO-IL",Million,Missouri,0.73,"4,006",62
Dial800,Advertising & Marketing,Los Angeles,Million,California,0.73,"4,007",10
Prive Jets,Travel & Hospitality,Miami,Million,Florida,0.73,"4,008",28
Shawmut Design and Construction,Construction,Boston,Billion,Massachusetts,0.73,"4,009",
HPC Solutions,Government Services,Denver,Million,Colorado,0.73,"4,010",7
DWA Media,Advertising & Marketing,San Francisco,Million,California,0.73,"4,011",29
Animal Necessity,Health,New York City,Million,New York,0.72,"4,012",2
Pacific Western Painting,Construction,San Diego,Million,California,0.72,"4,013",3
Aventine Hill Partners,Business Products & Services,"San Antonio-New Braunfels, TX",Million,Texas,0.72,"4,014",11
Studio Four Design,Construction,"Knoxville, TN",Million,Tennessee,0.72,"4,015",2
The Nerdery,Software,Minneapolis,Million,Minnesota,0.72,"4,016",65
Point It!,Advertising & Marketing,Seattle,Million,Washington,0.72,"4,017",5
Exploring,Business Products & Services,Atlanta,Million,Georgia,0.72,"4,018",27
ATHENA CONSULTING,Business Products & Services,"Washington, DC",Million,Maryland,0.72,"4,019",8
HCGI,IT Services,Baltimore,Million,Maryland,0.72,"4,020",26
Purk & Associates,Financial Services,"St. Louis, MO-IL",Million,Missouri,0.72,"4,021",5
Velociti,Logistics & Transportation,"Kansas City, MO-KS",Million,Missouri,0.72,"4,022",64
Pension Services,Financial Services,Miami,Million,Florida,0.72,"4,023",3
Nature's Variety,Consumer Products & Services,"St. Louis, MO-IL",Million,Missouri,0.72,"4,024",127
NEXCUT,Business Products & Services,San Francisco,Million,California,0.72,"4,025",6
Arcogent,Software,"Washington, DC",Million,Virginia,0.72,"4,026",6
Web Teks,IT Services,"Virginia Beach-Norfolk-Newport News, VA-NC",Million,Virginia,0.72,"4,027",3
3-GIS,Engineering,"Decatur, AL",Million,Alabama,0.72,"4,028",6
WUN Systems,Telecommunications,Miami,Million,Florida,0.72,"4,029",5
Keeley Companies,Construction,"St. Louis, MO-IL",Million,Missouri,0.72,"4,030",229
Stinson Leonard Street,Business Products & Services,Minneapolis,Million,Minnesota,0.72,"4,031",256
TelePayroll,Human Resources,Los Angeles,Million,California,0.72,"4,032",5
Gravitate Solutions,Software,"Washington, DC",Million,Virginia,0.72,"4,033",7
Overture Promotions,Advertising & Marketing,Chicago,Million,Illinois,0.72,"4,034",42
VimHR,Human Resources,Phoenix,Million,Arizona,0.72,"4,035",15
Dynamic Mobile Imaging,Health,"Richmond, VA",Million,Virginia,0.72,"4,036",10
john greene Realtor,Real Estate,Chicago,Million,Illinois,0.72,"4,037",12
eminutes,Business Products & Services,Los Angeles,Million,California,0.72,"4,038",5
SkillSurvey,Human Resources,Philadelphia,Million,Pennsylvania,0.72,"4,039",18
EZSolution,IT Services,"Lancaster, PA",Million,Pennsylvania,0.72,"4,040",4
One Hour Heating & Air Conditioning,Construction,"Lumberton, NC",Million,North Carolina,0.71,"4,041",3
MKD Electric,Construction,Chicago,Million,Illinois,0.71,"4,042",30
Quikteks,IT Services,New York City,Million,New Jersey,0.71,"4,043",2
Linx,Telecommunications,Denver,Million,Colorado,0.71,"4,044",61
Clerestory Consulting,IT Services,Chicago,Million,Illinois,0.71,"4,045",6
Oakland Consulting Group,IT Services,"Washington, DC",Million,Maryland,0.71,"4,046",31
Arke,Advertising & Marketing,Atlanta,Million,Georgia,0.71,"4,047",8
PriceWeber Marketing Communications,Advertising & Marketing,"Louisville/Jefferson County, KY-IN",Million,Kentucky,0.71,"4,048",10
V12 Group,Advertising & Marketing,New York City,Million,New Jersey,0.71,"4,049",19
InterSolutions,Business Products & Services,Philadelphia,Million,New Jersey,0.71,"4,050",11
SnapCab,Manufacturing,Philadelphia,Million,Pennsylvania,0.71,"4,051",15
EyeMD EMR Healthcare Systems,Software,"Cape Coral-Fort Myers, FL",Million,Florida,0.71,"4,052",4
Eastwick,Advertising & Marketing,San Francisco,Million,California,0.71,"4,053",11
Trigon Associates,Engineering,"New Orleans-Metairie, LA",Million,Louisiana,0.71,"4,054",6
Just Right Cleaning and Construction,Construction,"Moses Lake, WA",Million,Washington,0.71,"4,055",3
Windsor Resources,Human Resources,New York City,Million,New York,0.71,"4,056",16
ST. ONGE COMPANY,Engineering,"York-Hanover, PA",Million,Pennsylvania,0.71,"4,057",27
Paramount Software Solutions,IT Services,Atlanta,Million,Georgia,0.71,"4,058",20
The Spice & Tea Exchange,Retail,Tampa,Million,Florida,0.71,"4,059",7
Clarity Partners,IT Services,Chicago,Million,Illinois,0.71,"4,060",15
TopSpot Internet Marketing,Advertising & Marketing,Houston,Million,Texas,0.71,"4,061",24
Charter Contracting Company,Construction,Boston,Million,Massachusetts,0.71,"4,062",68
Living Design Studios,Construction,"Boulder, CO",Million,Colorado,0.71,"4,063",4
PrideStaff,Human Resources,"Fresno, CA",Million,California,0.71,"4,064",195
ControlSoft,Software,Cleveland,Million,Ohio,0.71,"4,065",6
Adage Technologies,IT Services,Chicago,Million,Illinois,0.71,"4,066",8
Ideal Industries,Manufacturing,"Cedar Rapids, IA",Million,Iowa,0.7,"4,067",8
SHINE Systems & Technologies,Government Services,"Charlottesville, VA",Million,Virginia,0.7,"4,068",10
Abacus Wealth Partners,Financial Services,Los Angeles,Million,California,0.7,"4,069",11
Infiniti HR,Human Resources,"Washington, DC",Million,Maryland,0.7,"4,070",224
SCOUT,Advertising & Marketing,Atlanta,Million,Georgia,0.7,"4,071",17
Cumberland Consulting Group,IT Services,Nashville,Million,Tennessee,0.7,"4,072",62
"Schneller Plumbing, Heating, and Air",Consumer Products & Services,Cincinnati,Million,Kentucky,0.7,"4,073",7
Clickin Moms,Media,Chicago,Million,Illinois,0.7,"4,074",5
B.I.Minds,Software,San Francisco,Million,California,0.7,"4,075",2
Secure Designs,IT Services,"Greensboro-High Point, NC",Million,North Carolina,0.7,"4,076",6
Williams Creek Companies,Engineering,"Indianapolis, IN",Million,Indiana,0.7,"4,077",7
JMARK Business Solutions,IT Services,"Springfield, MO",Million,Missouri,0.7,"4,078",15
puzzled,Consumer Products & Services,Los Angeles,Million,California,0.7,"4,079",5
KNOCK,Advertising & Marketing,Minneapolis,Million,Minnesota,0.7,"4,080",35
SEI-Boston,IT Services,Boston,Million,Massachusetts,0.7,"4,081",15
Mark-it Express,Logistics & Transportation,Chicago,Million,Illinois,0.7,"4,082",21
Proforma Promotionally Yours,Business Products & Services,"Kansas City, MO-KS",Million,Kansas,0.7,"4,083",5
AgileEngine,Software,"Washington, DC",Million,Virginia,0.7,"4,084",8
Andromeda Systems,Engineering,"Virginia Beach-Norfolk-Newport News, VA-NC",Million,Virginia,0.7,"4,085",32
Skyline Security Management,Security,Los Angeles,Million,California,0.7,"4,086",24
Summit 7 Systems,IT Services,"Huntsville, AL",Million,Alabama,0.7,"4,087",5
XYMOGEN,Health,"Orlando, FL",Million,Florida,0.7,"4,088",79
Office Furniture Heaven,Business Products & Services,New York City,Million,New York,0.7,"4,089",6
BCT Consulting,IT Services,"Fresno, CA",Million,California,0.7,"4,090",7
bb7,Business Products & Services,"Madison, WI",Million,Wisconsin,0.7,"4,091",10
CounterTek,Manufacturing,"Lancaster, PA",Million,Pennsylvania,0.7,"4,092",4
Sath,IT Services,Chicago,Million,Illinois,0.7,"4,093",3
Cantey Technology,IT Services,"Charleston-North Charleston, SC",Million,South Carolina,0.7,"4,094",3
DiamondBack Truck Covers,Manufacturing,"DuBois, PA",Million,Pennsylvania,0.7,"4,095",6
Advanced Clinical,Health,Chicago,Million,Illinois,0.69,"4,096",68
Jet Partners,Travel & Hospitality,New York City,Million,New York,0.69,"4,097",6
National Food Group,Food & Beverage,Detroit,Million,Michigan,0.69,"4,098",96
Pro Food Systems,Food & Beverage,"Jefferson City, MO",Million,Missouri,0.69,"4,099",48
Geneva Global,Business Products & Services,Philadelphia,Million,Pennsylvania,0.69,"4,100",16
Oceans Healthcare,Health,Dallas,Million,Texas,0.69,"4,101",78
Magnolia Bakery,Food & Beverage,New York City,Million,New York,0.69,"4,102",40
myMatrixx,Health,Tampa,Million,Florida,0.69,"4,103",123
KBA DOCUSYS,Business Products & Services,San Francisco,Million,California,0.69,"4,104",27
New Glarus Brewing Co.,Food & Beverage,"Madison, WI",Million,Wisconsin,0.69,"4,105",53
Antennas Direct,Consumer Products & Services,"St. Louis, MO-IL",Million,Missouri,0.69,"4,106",17
Butler/Till Media & Communications,Advertising & Marketing,"Rochester, NY",Million,New York,0.69,"4,107",15
Great Lakes Caring Home Health and Hospice,Health,"Jackson, MI",Million,Michigan,0.69,"4,108",189
Kelton Global,Business Products & Services,Los Angeles,Million,California,0.69,"4,109",23
C12 Group,Business Products & Services,"San Antonio-New Braunfels, TX",Million,Texas,0.69,"4,110",3
Niki's Int'l,Business Products & Services,Charlotte,Million,North Carolina,0.69,"4,111",3
OptiFuse,Manufacturing,San Diego,Million,California,0.69,"4,112",4
Candle Warmers Etc.,Consumer Products & Services,"Ogden-Clearfield, UT",Million,Utah,0.69,"4,113",17
Emission Monitoring Service,Environmental Services,Houston,Million,Texas,0.69,"4,114",23
CollaborateMD,Health,"Orlando, FL",Million,Florida,0.69,"4,115",9
Trinity Employment Specialists,Human Resources,"Tulsa, OK",Million,Oklahoma,0.69,"4,116",2
Foundation Supportworks,Manufacturing,"Omaha-Council Bluffs, NE-IA",Million,Nebraska,0.69,"4,117",53
SANITY SOLUTIONS,Computer Hardware,Denver,Million,Colorado,0.69,"4,118",32
AAC ENTERPRISES,Manufacturing,"New Orleans-Metairie, LA",Million,Louisiana,0.69,"4,119",7
Midwest Insurance Group,Insurance,"Milwaukee-Waukesha-West Allis, WI",Million,Wisconsin,0.69,"4,120",2
Robert Paul Properties,Real Estate,"Barnstable Town, MA",Million,Massachusetts,0.69,"4,121",14
RGI Home,Consumer Products & Services,New York City,Million,New York,0.68,"4,122",37
Ticket Alternative,Consumer Products & Services,Atlanta,Million,Georgia,0.68,"4,123",18
SaltWorks,Food & Beverage,Seattle,Million,Washington,0.68,"4,124",23
New Day Underwriting Managers,Insurance,"Trenton, NJ",Million,New Jersey,0.68,"4,125",12
RUBY MAKEUP ACADEMY,Education,Los Angeles,Million,California,0.68,"4,126",3
DaySmart Software,Software,Detroit,Million,Michigan,0.68,"4,127",8
H2O Media,Advertising & Marketing,Minneapolis,Million,Minnesota,0.68,"4,128",3
Sucre,Food & Beverage,"New Orleans-Metairie, LA",Million,Louisiana,0.68,"4,129",6
TechCXO,Business Products & Services,Atlanta,Million,Georgia,0.68,"4,130",14
PC Pitstop,Software,"Sioux City, IA-NE-SD",Million,Iowa,0.68,"4,131",12
Enviro Clean Group,Environmental Services,"Oklahoma City, OK",Million,Oklahoma,0.68,"4,132",31
Pentec Health,Health,Philadelphia,Million,Pennsylvania,0.68,"4,133",129
ERGOS Technology Partners,IT Services,Houston,Million,Texas,0.68,"4,134",20
Sam Tell and Son,Food & Beverage,New York City,Million,New York,0.68,"4,135",69
Five Nines Technology Group,IT Services,"Lincoln, NE",Million,Nebraska,0.68,"4,136",17
OpinionLab,Advertising & Marketing,Chicago,Million,Illinois,0.68,"4,137",20
Simpleview,Travel & Hospitality,"Tucson, AZ",Million,Arizona,0.68,"4,138",28
Mountain High Outfitters,Retail,"Birmingham-Hoover, AL",Million,Alabama,0.68,"4,139",22
Pure Adapt,Retail,"Albany-Schenectady-Troy, NY",Million,New York,0.68,"4,140",3
Superior Support Resources,IT Services,"Milwaukee-Waukesha-West Allis, WI",Million,Wisconsin,0.68,"4,141",9
Bluebird Network,Telecommunications,"Columbia, MO",Million,Missouri,0.68,"4,142",43
RICS Software,Software,"Indianapolis, IN",Million,Indiana,0.67,"4,143",6
Builders Plus Construction,Construction,"Wichita, KS",Million,Kansas,0.67,"4,144",7
LTC Language Solutions,Education,"Indianapolis, IN",Million,Indiana,0.67,"4,145",6
Equator Coffees & Teas,Food & Beverage,San Francisco,Million,California,0.67,"4,146",12
Droisys,IT Services,San Jose,Million,California,0.67,"4,147",17
Verity Commercial,Real Estate,"Washington, DC",Million,Virginia,0.67,"4,148",2
World Wide Dictation,Business Products & Services,New York City,Million,New York,0.67,"4,149",3
Prepaid Ventures,Financial Services,New York City,Million,New York,0.67,"4,150",16
Sunset West,Consumer Products & Services,San Diego,Million,California,0.67,"4,151",8
DRT Strategies,Government Services,"Washington, DC",Million,Virginia,0.67,"4,152",38
WORLDWIDE INCORPORATORS,Business Products & Services,Philadelphia,Million,Delaware,0.67,"4,153",2
Ivie & Associates,Advertising & Marketing,Dallas,Million,Texas,0.67,"4,154",461
Academy Mortgage,Financial Services,Salt Lake City,Million,Utah,0.67,"4,155",420
Silver Bullet Construction,Construction,Dallas,Million,Texas,0.67,"4,156",3
Invest Home Pro,Real Estate,Houston,Million,Texas,0.67,"4,157",3
Infomatics,IT Services,Detroit,Million,Michigan,0.67,"4,158",7
Phacil,IT Services,"Washington, DC",Million,Virginia,0.67,"4,159",126
Employment Solutions Personnel Services,Human Resources,"Fort Collins, CO",Million,Colorado,0.67,"4,160",34
The Everest Equity Company,Financial Services,New York City,Million,New York,0.67,"4,161",5
Secure Components,Business Products & Services,Philadelphia,Million,Pennsylvania,0.67,"4,162",5
GDS,IT Services,"Washington, DC",Million,Virginia,0.67,"4,163",3
Kika Enterprises,Telecommunications,Miami,Million,Florida,0.67,"4,164",6
HealthMark Group,Health,Dallas,Million,Texas,0.67,"4,165",3
Liberty Alliance,Media,Atlanta,Million,Georgia,0.67,"4,166",10
The Ironside Group,IT Services,Boston,Million,Massachusetts,0.67,"4,167",24
American Environmental & Engineering Consultants,Government Services,"Washington, DC",Million,Virginia,0.66,"4,168",38
Bomgar,Software,"Jackson, MS",Million,Mississippi,0.66,"4,169",68
Principle Solutions Group,IT Services,Atlanta,Million,Georgia,0.66,"4,170",100
Xcentric,IT Services,Atlanta,Million,Georgia,0.66,"4,171",12
Connect Wireless,Telecommunications,"Boise City, ID",Million,Idaho,0.66,"4,172",28
Core States Group,Engineering,Atlanta,Million,Georgia,0.66,"4,173",73
The FaverGray Company,Construction,"Jacksonville, FL",Million,Florida,0.66,"4,174",151
Matlen Silver,IT Services,New York City,Million,New Jersey,0.66,"4,175",83
M S International,Consumer Products & Services,Los Angeles,Million,California,0.66,"4,176",759
American Technologies,Construction,Los Angeles,Million,California,0.66,"4,177",181
PriorityOne Group,Health,New York City,Million,New Jersey,0.66,"4,178",4
Cornerstone Mortgage,Financial Services,"St. Louis, MO-IL",Million,Missouri,0.66,"4,179",36
Broad Street Realty,Real Estate,"Washington, DC",Million,Maryland,0.66,"4,180",23
Prestige Staffing,Human Resources,Atlanta,Million,Georgia,0.66,"4,181",29
ThunderCat Technology,Software,"Washington, DC",Million,Virginia,0.66,"4,182",359
Creative Consultants Group,IT Services,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Million,South Carolina,0.66,"4,183",3
Mactus group,Business Products & Services,Seattle,Million,Washington,0.66,"4,184",13
KLASCHOOLS,Education,Miami,Million,Florida,0.66,"4,185",9
La Flor de Mexico,Food & Beverage,Los Angeles,Million,California,0.66,"4,186",14
Pacific Crest Group,Business Products & Services,San Francisco,Million,California,0.66,"4,187",2
VoIP Innovations,Telecommunications,"Pittsburgh, PA",Million,Pennsylvania,0.66,"4,188",15
Answer First Communications,Business Products & Services,Tampa,Million,Florida,0.66,"4,189",5
Industrial Revolution,Consumer Products & Services,Seattle,Million,Washington,0.66,"4,190",15
Dimensional Innovations,Engineering,"Kansas City, MO-KS",Million,Kansas,0.66,"4,191",24
Netchex,Human Resources,"New Orleans-Metairie, LA",Million,Louisiana,0.65,"4,192",16
ImportLA,Business Products & Services,Los Angeles,Million,California,0.65,"4,193",14
Hewins Financial Advisors,Financial Services,San Francisco,Million,California,0.65,"4,194",17
South Floirda Tissue Paper Co.,Manufacturing,Miami,Million,Florida,0.65,"4,195",8
Valudor Products,Manufacturing,San Diego,Million,California,0.65,"4,196",44
Cineviz,Advertising & Marketing,"Green Bay, WI",Million,Wisconsin,0.65,"4,197",4
KELL Partners,Business Products & Services,Austin,Million,Texas,0.65,"4,198",3
Southwest Capital Bank,Financial Services,"Albuquerque, NM",Million,New Mexico,0.65,"4,199",18
ShortStack,Software,"Reno, NV",Million,Nevada,0.65,"4,200",5
Medix,Human Resources,Chicago,Million,Illinois,0.65,"4,201",127
SofterWare,Software,Philadelphia,Million,Pennsylvania,0.65,"4,202",47
JLG Architects,Construction,"Grand Forks, ND-MN",Million,North Dakota,0.65,"4,203",24
AppRiver,IT Services,"Pensacola-Ferry Pass-Brent, FL",Million,Florida,0.65,"4,204",64
Vaco,Business Products & Services,Nashville,Million,Tennessee,0.65,"4,205",291
Alterman,Construction,"San Antonio-New Braunfels, TX",Million,Texas,0.65,"4,206",147
Warehouse of Fixtures,Business Products & Services,"St. Louis, MO-IL",Million,Missouri,0.65,"4,207",5
BERRICLE,Retail,New York City,Million,New York,0.65,"4,208",4
The Brooks Group,Business Products & Services,"Greensboro-High Point, NC",Million,North Carolina,0.65,"4,209",7
RAM Technologies,Software,Philadelphia,Million,Pennsylvania,0.65,"4,210",13
ComplianceSigns.com,Manufacturing,,Million,Illinois,0.65,"4,211",10
The Learning Experience,Education,Miami,Million,Florida,0.65,"4,212",48
Isos Technology,IT Services,Phoenix,Million,Arizona,0.65,"4,213",4
The PPA Group,Real Estate,Austin,Million,Texas,0.65,"4,214",7
Vertical Nerve,Advertising & Marketing,Dallas,Million,Texas,0.65,"4,215",4
Precision AirConvey,Manufacturing,Philadelphia,Million,Delaware,0.65,"4,216",13
CAN Capital,Financial Services,New York City,Million,New York,0.65,"4,217",213
Indusa Technical,IT Services,Chicago,Million,Illinois,0.65,"4,218",6
milk + honey,Consumer Products & Services,Austin,Million,Texas,0.65,"4,219",11
Century Service Affiliates,Manufacturing,New York City,Million,New Jersey,0.65,"4,220",4
Consero Global,Financial Services,Austin,Million,Texas,0.64,"4,221",9
Orion Systems Integrators,IT Services,New York City,Million,New Jersey,0.64,"4,222",86
Symmetry,IT Services,"Milwaukee-Waukesha-West Allis, WI",Million,Wisconsin,0.64,"4,223",24
Jade Global,IT Services,San Jose,Million,California,0.64,"4,224",20
Advanced Fraud Solutions,Financial Services,"Greensboro-High Point, NC",Million,North Carolina,0.64,"4,225",5
Datalab USA,IT Services,"Washington, DC",Million,Maryland,0.64,"4,226",31
Afidence,IT Services,Cincinnati,Million,Ohio,0.64,"4,227",4
OSM Worldwide,Logistics & Transportation,Chicago,Million,Illinois,0.64,"4,228",60
Vcorp Services,Business Products & Services,New York City,Million,New York,0.64,"4,229",10
QED National,IT Services,New York City,Million,New York,0.64,"4,230",11
Gateway Mortgage Group,Financial Services,"Tulsa, OK",Million,Oklahoma,0.64,"4,231",130
LISS Consulting,IT Services,New York City,Million,New York,0.64,"4,232",4
European Wax Center,Retail,New York City,Million,New York,0.64,"4,233",3
Health Facility Solutions Company,Government Services,"San Antonio-New Braunfels, TX",Million,Texas,0.64,"4,234",10
GolfTEC,Consumer Products & Services,Denver,Million,Colorado,0.64,"4,235",34
NextGen Global Resources,Human Resources,Chicago,Million,Illinois,0.64,"4,236",43
FiberLight,Telecommunications,Atlanta,Million,Georgia,0.64,"4,237",135
McKinley Marketing Partners,Business Products & Services,"Washington, DC",Million,Virginia,0.64,"4,238",13
San Diego Sign Company,Advertising & Marketing,San Diego,Million,California,0.64,"4,239",26
